ID,LabVisit,LibraryPlate,SourceWell,LibraryName,CompoundSMILES,CompoundCode,CrystalPlate,CrystalWell,EchoX,EchoY,DropVolume,ProteinName,BatchNumber,CompoundStockConcentration,CompoundConcentration,SolventFraction,SoakTransferVol,SoakStatus,SoakTimestamp,CryoStockFraction,CryoFraction,CryoWell,CryoTransferVolume,CryoStatus,CryoTimestamp,SoakingTime,HarvestStatus,CrystalName,Puck,PuckPosition,PinBarcode,MountingResult,MountingArrivalTime,MountedTimestamp,MountingTime,ispybStatus,DataCollectionVisit,SoakDBComments,ProjectDirectory,CrystalTag,CrystalFormName,CrystalFormSpaceGroup,CrystalFormPointGroup,CrystalFormA,CrystalFormB,CrystalFormC,CrystalFormAlpha,CrystalFormBeta,CrystalFormGamma,CrystalFormVolume,DataCollectionBeamline,DataCollectionDate,DataCollectionOutcome,DataCollectionRun,DataCollectionComment,DataCollectionWavelength,DataCollectionPinBarcode,DataCollectionCrystalImage1,DataCollectionCrystalImage2,DataCollectionCrystalImage3,DataCollectionCrystalImage4,DataProcessingPathToImageFiles,DataProcessingProgram,DataProcessingSpaceGroup,DataProcessingUnitCell,DataProcessingAutoAssigned,DataProcessingA,DataProcessingB,DataProcessingC,DataProcessingAlpha,DataProcessingBeta,DataProcessingGamma,DataProcessingResolutionOverall,DataProcessingResolutionLow,DataProcessingResolutionLowInnerShell,DataProcessingResolutionHigh,DataProcessingResolutionHigh15sigma,DataProcessingResolutionHigh20sigma,DataProcessingResolutionHighOuterShell,DataProcessingRmergeOverall,DataProcessingRmergeLow,DataProcessingRmergeHigh,DataProcessingIsigOverall,DataProcessingIsigLow,DataProcessingIsigHigh,DataProcessingCompletenessOverall,DataProcessingCompletenessLow,DataProcessingCompletenessHigh,DataProcessingMultiplicityOverall,DataProcessingMultiplicityLow,DataProcessingMultiplicityHigh,DataProcessingCChalfOverall,DataProcessingCChalfLow,DataProcessingCChalfHigh,DataProcessingPathToLogfile,DataProcessingPathToMTZfile,DataProcessingLOGfileName,DataProcessingMTZfileName,DataProcessingDirectoryOriginal,DataProcessingUniqueReflectionsOverall,DataProcessingLattice,DataProcessingPointGroup,DataProcessingUnitCellVolume,DataProcessingAlert,DataProcessingScore,DataProcessingStatus,DataProcessingRcryst,DataProcessingRfree,DataProcessingPathToDimplePDBfile,DataProcessingPathToDimpleMTZfile,DataProcessingDimpleSuccessful,DimpleResolutionHigh,DimpleRcryst,DimpleRfree,DimplePathToPDB,DimplePathToMTZ,DimpleReferencePDB,DimpleStatus,DimplePANDDAwasRun,DimplePANDDAhit,DimplePANDDAreject,DimplePANDDApath,PANDDAStatus,DatePanDDAModelCreated,RefinementResolution,RefinementResolutionTL,RefinementRcryst,RefinementRcrystTraficLight,RefinementRfree,RefinementRfreeTraficLight,RefinementSpaceGroup,RefinementLigandCC,RefinementRmsdBonds,RefinementRmsdBondsTL,RefinementRmsdAngles,RefinementRmsdAnglesTL,RefinementOutcome,RefinementMTZfree,RefinementCIF,RefinementCIFStatus,RefinementCIFprogram,RefinementPDB_latest,RefinementMTZ_latest,RefinementMatrixWeight,RefinementComment,RefinementPathToRefinementFolder,RefinementLigandConfidence,RefinementLigandBoundConformation,RefinementBoundConformation,RefinementMolProbityScore,RefinementMolProbityScoreTL,RefinementRamachandranOutliers,RefinementRamachandranOutliersTL,RefinementRamachandranFavored,RefinementRamachandranFavoredTL,RefinementProgram,RefinementStatus,Deposition_PDB_ID,Deposition_PDB_file,Deposition_Date,Deposition_mmCIF_model_file,Deposition_mmCIF_SF_file,Label,table_one,AssayIC50,LastUpdated,LastUpdated_by,CompoundSMILESproduct,CompoundStereo,CompoundStereoSMILES,CompoundStereoCIFprogram,CompoundStereoCIFs,CompoundAutofitCC,CompoundAutofitprogram,DataCollectionSubdir,DimpleTwinResolutionHigh,DimpleTwinRcryst,DimpleTwinRfree,DimpleTwinPathToPDB,DimpleTwinPathToMTZ,DimpleTwinReferencePDB,DimpleTwinStatus,DimpleTwinFraction,DataProcessingDimpleTwinSuccessful,RefinementTwinMTZfree,RefinementMMCIFmodel_latest,RefinementMMCIFreflections_latest,RefinementBusterReportHTML
40,lb18145-130,FragLite Set 1,A1,EG,BrC1=CNN=C1,NCL-00023819,CI072345,B12C,-300.3,-4.55,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:44:44,done,PHIPA-x20038,CPS-0372,6,-CANT-FIND-,OK: Clear:Cracked,04/07/2019 14:59:13,04/07/2019 14:59:56,5.05787037037037E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,,,,,,,,,,,,,,i04-1,2019-07-09 12:59:12,success,PHIPA-x20038_1_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20038/jpg/lb18145-128-PHIPA-x20038_1_/PHIPA-x20038_1_1_504.0t.png,None,None,None,None,autoPROC,C 1 2 1,81 26 55 90 99 90,True,81,26,55,90,99,90,54.92 - 1.41,54.92,4.47,1.41,n/a,1.54,1.49,0.056,0.030,0.907,9.6,28.6,0.8,89.7,99.5,79.1,2.9,2.1,2.1,0.999,0.999,0.563,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20038/autoprocessing/lb18145-128-PHIPA-x20038_1_autoPROC/aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20038/autoprocessing/lb18145-128-PHIPA-x20038_1_autoPROC/truncate-unique.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20038/PHIPA-x20038_1_/autoPROC,20993,monoclinic_C,2,114403.9,#00FF00,316.029299001,None,,,,,True,,0.18781,0.22159,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20038/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20038/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.41,green,0.18781,green,0.22159,green,C 1 2 1,,0.010,green,1.540,green,1 - Analysis Pending,PHIPA-x20038.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20038/compound/NCL-00023819.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20038/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
41,lb18145-130,FragLite Set 1,A2,EG,IC1=CNN=C1,NCL-00023818,CI072345,B12C,278.46,-185.64,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:45:27,done,PHIPA-x20039,CPS-0372,7,-CANT-FIND-,OK: Clear:Normal,04/07/2019 14:59:58,04/07/2019 15:00:39,4.69907407407407E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,,,,,,,,,,,,,,i04-1,2019-07-09 13:17:01,success,PHIPA-x20039_2_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20039/jpg/lb18145-128-PHIPA-x20039_2_/PHIPA-x20039_2_1_432.0t.png,None,None,None,None,aP_staraniso,C2,81 27 55 90 100 90,True,81,27,55,90,100,90,40.189 - 1.214,40.189,3.560,1.214,n/a,None,1.300,0.031,0.026,0.196,15.6,43.6,2.0,85.5,93.0,35.2,2.6,1.2,1.2,0.999,0.998,0.927,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20039/autoprocessing/lb18145-128-PHIPA-x20039_2_aP_staraniso/staraniso_alldata-unique.table1,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20039/autoprocessing/lb18145-128-PHIPA-x20039_2_aP_staraniso/staraniso_alldata-unique.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20039/PHIPA-x20039_2_/autoPROC,28802,monoclinic_C,2,118457.6,#00FF00,648.605198822,None,,,,,True,,0.18067,0.19986,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20039/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20039/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.21,green,0.18067,green,0.19986,green,C 1 2 1,,0.014,green,1.805,green,1 - Analysis Pending,PHIPA-x20039.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20039/compound/NCL-00023818.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20039/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
42,lb18145-130,FragLite Set 1,A3,EG,BrC1=CON=C1,NCL-00023820,CI072345,B12C,-265.72,132.86,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:46:23,done,PHIPA-x20040,CPS-0372,8,DF150E0431,OK: Clear:Normal,04/07/2019 15:00:41,04/07/2019 15:01:35,6.19212962962963E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,LB18145-128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-10 12:09,rvk26159,,,,,,,,,,,,,,,,,,,,,
43,lb18145-130,FragLite Set 1,A4,EG,NC1=NC=CC(Br)=C1,NCL-00023823,CI072345,B12C,250.25,-259.35,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:47:25,done,PHIPA-x20041,CPS-0372,9,DF150E0304,OK: Clear:Cracked,04/07/2019 15:01:36,04/07/2019 15:02:37,7.04861111111111E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,,,,,,,,,,,,,,i04-1,2019-07-09 13:16:12,success,PHIPA-x20041_2_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20041/jpg/lb18145-128-PHIPA-x20041_2_/PHIPA-x20041_2_1_432.0t.png,None,None,None,None,autoPROC,C 1 2 1,81 27 55 90 99 90,True,81,27,55,90,99,90,55.07 - 1.31,55.07,4.16,1.31,n/a,1.52,1.39,0.073,0.036,1.435,8.0,29.3,0.5,93.5,99.4,86.3,2.7,1.7,1.7,0.997,0.998,0.498,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20041/autoprocessing/lb18145-128-PHIPA-x20041_2_autoPROC/aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20041/autoprocessing/lb18145-128-PHIPA-x20041_2_autoPROC/truncate-unique.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20041/PHIPA-x20041_2_/autoPROC,27211,monoclinic_C,2,118804.1,#00FF00,342.645211739,None,,,,,True,,0.20883,0.24494,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20041/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20041/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.31,green,0.20883,green,0.24494,green,C 1 2 1,,0.010,green,1.559,green,1 - Analysis Pending,PHIPA-x20041.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20041/compound/NCL-00023823.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20041/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
44,lb18145-130,FragLite Set 1,A5,EG,NC1=NC=CC(I)=C1,NCL-00023822,CI072345,B12C,-434.07,382.2,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:48:07,done,PHIPA-x20042,CPS-0372,10,DF150E1055,OK: Clear:Normal,04/07/2019 15:02:40,04/07/2019 15:03:19,4.50231481481482E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,,,,,,,,,,,,,,i04-1,2019-07-09 13:08:39,success,PHIPA-x20042_1_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20042/jpg/lb18145-128-PHIPA-x20042_1_/PHIPA-x20042_1_1_360.0t.png,None,None,None,None,aP_staraniso,C2,81 27 55 90 99 90,True,81,27,55,90,99,90,40.183 - 1.177,40.183,3.812,1.177,n/a,None,1.319,0.047,0.031,0.415,10.9,29.3,1.4,87.9,98.9,55.9,2.8,1.4,1.4,0.998,0.998,0.755,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20042/autoprocessing/lb18145-128-PHIPA-x20042_1_aP_staraniso/staraniso_alldata-unique.table1,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20042/autoprocessing/lb18145-128-PHIPA-x20042_1_aP_staraniso/staraniso_alldata-unique.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20042/PHIPA-x20042_1_/autoPROC,25238,monoclinic_C,2,118804.1,#00FF00,407.069792709,None,,,,,True,,0.19001,0.20806,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20042/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20042/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.17,green,0.19001,green,0.20806,green,C 1 2 1,,0.013,green,1.729,green,1 - Analysis Pending,PHIPA-x20042.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20042/compound/NCL-00023822.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20042/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
45,lb18145-130,FragLite Set 1,A6,EG,O=C1C=C(Br)C=CN1,NCL-00023825,CI072345,B12C,207.48,222.95,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:48:56,done,PHIPA-x20043,CPS-0372,11,DF150E0889,OK: No comment:No comment,04/07/2019 15:03:22,04/07/2019 15:04:08,5.28935185185185E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,,,,,,,,,,,,,,i04-1,2019-07-09 13:18:45,success,PHIPA-x20043_2_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20043/jpg/lb18145-128-PHIPA-x20043_2_/PHIPA-x20043_2_1_504.0t.png,None,None,None,None,xia2-3dii-C2,C 1 2 1,81 27 55 90 100 90,True,81,27,55,90,100,90,40.19 - 1.35,40.19,6.04,1.35,1.41,None,1.39,0.050,0.035,0.776,11.8,31.2,1.0,95.3,92.7,84.0,2.9,2.1,2.1,0.998,0.997,0.493,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20043/autoprocessing/lb18145-128-PHIPA-x20043_2_xia2-3dii-C2/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20043/autoprocessing/lb18145-128-PHIPA-x20043_2_xia2-3dii-C2/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20043/PHIPA-x20043_2_/xia2-3dii-C2,25528,monoclinic_C,2,118457.6,#00FF00,484.684091523,None,,,,,True,,0.17756,0.20310,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20043/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20043/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.35,green,0.17756,green,0.20310,green,C 1 2 1,,0.013,green,1.690,green,1 - Analysis Pending,PHIPA-x20043.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20043/compound/NCL-00023825.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20043/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
46,lb18145-130,FragLite Set 1,A7,EG,O=C1C=C(I)C=CN1,NCL-00023824,CI072345,B12C,-405.86,302.12,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:49:11,fail,,,,,FAIL: Clear:Melted,04/07/2019 15:04:10,04/07/2019 15:04:23,1.52777777777778E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,lb18145-130,FragLite Set 1,A8,EG,BrC1=CC=C(S(N)(=O)=O)C=C1,NCL-00023830,CI072345,B12C,29.12,296.66,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:49:45,done,PHIPA-x20044,CPS-0372,12,DF150E0703,OK: Clear:Normal,04/07/2019 15:04:25,04/07/2019 15:04:57,3.68055555555556E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,,,,,,,,,,,,,,i04-1,2019-07-09 13:02:12,success,PHIPA-x20044_1_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20044/jpg/lb18145-128-PHIPA-x20044_1_/PHIPA-x20044_1_1_522.0t.png,None,None,None,None,xia2-3dii-C2,C 1 2 1,81 27 55 90 100 90,True,81,27,55,90,100,90,40.22 - 1.25,40.22,5.59,1.25,1.30,None,1.28,0.033,0.023,0.664,15.2,39.8,1.0,86.3,97.1,40.0,2.7,1.5,1.5,0.999,0.998,0.594,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20044/autoprocessing/lb18145-128-PHIPA-x20044_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20044/autoprocessing/lb18145-128-PHIPA-x20044_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20044/PHIPA-x20044_1_/xia2-3dii-C2,29153,monoclinic_C,2,118457.6,#00FF00,645.661220217,None,,,,,True,,0.18090,0.20428,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20044/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20044/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.25,green,0.18090,green,0.20428,green,C 1 2 1,,0.013,green,1.742,green,1 - Analysis Pending,PHIPA-x20044.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20044/compound/NCL-00023830.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20044/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
48,lb18145-130,FragLite Set 1,A9,EG,IC1=CC=C(S(N)(=O)=O)C=C1,NCL-00023829,CI072345,B12C,114.66,310.31,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:51:31,fail,,,,,FAIL: Clear:Normal,04/07/2019 15:04:59,04/07/2019 15:06:43,1.20601851851852E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,lb18145-130,FragLite Set 1,A10,EG,O=C1CC2=C(C=C(Br)C=C2)N1,NCL-00023827,CI072345,B12C,509.6,239.33,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:52:15,done,PHIPA-x20045,CPS-0372,13,DF150E0816,OK: Clear:Normal,04/07/2019 15:06:45,04/07/2019 15:07:27,4.87268518518519E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,,,,,,,,,,,,,,i04-1,2019-07-09 13:19:27,success,PHIPA-x20045_2_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20045/jpg/lb18145-128-PHIPA-x20045_2_/PHIPA-x20045_2_1_414.0t.png,None,None,None,None,xia2-3dii-C2,C 1 2 1,81 26 55 90 99 90,True,81,26,55,90,99,90,40.17 - 1.22,40.17,5.46,1.22,1.28,None,1.25,0.035,0.027,0.617,15.8,42.9,1.2,78.2,94.6,21.1,2.8,1.6,1.6,0.999,0.998,0.646,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20045/autoprocessing/lb18145-128-PHIPA-x20045_2_xia2-3dii-C2/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20045/autoprocessing/lb18145-128-PHIPA-x20045_2_xia2-3dii-C2/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20045/PHIPA-x20045_2_/xia2-3dii-C2,27495,monoclinic_C,2,114403.9,#00FF00,593.890980989,None,,,,,True,,0.23190,0.26145,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20045/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20045/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,True,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,2019-08-16 14:19:54,1.220,green,0.1963,green,0.2104,green,C 1 2 1,,n/a,gray,n/a,gray,6 - Deposited,PHIPA-x20045.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20045/compound/NCL-00023827.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20045/Refine_5/refine.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20045/Refine_5/refine.mtz,0.16156846,,,,,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20045/Refine_5/refine.pdb,1.34,green,0.00,green,100.00,green,,finished,5RJO,,,,,,PHIPA-x20045-table-1.txt,,2020-06-04 13:36,rvk26159,,,,,,,,,,,,,,,,,,,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20045/Refine_5/BUSTER_model.cif,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20045/Refine_5/BUSTER_refln.cif,
50,lb18145-130,FragLite Set 1,A11,EG,BrC1=CC=C(NC(C)=O)C=C1,NCL-00023828,CI072345,B12C,86.45,197.47,230,PHIPA,2,100,20,20,57.5,done,04/07/2019 12:15:12,,,,,,,02:52:59,done,PHIPA-x20046,CPS-0372,14,DF150E0921,OK: Clear:Normal,04/07/2019 15:07:39,04/07/2019 15:08:11,3.77314814814815E-04,exported to ispyb\LB18145-128_2019-07-05_15-52-16_ispyb,lb18145-128,,,,,,,,,,,,,,i04-1,2019-07-09 13:18:55,success,PHIPA-x20046_2_,,0.91587,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20046/jpg/lb18145-128-PHIPA-x20046_2_/PHIPA-x20046_2_1_396.0t.png,None,None,None,None,aP_staraniso,C2,81 27 56 90 100 90,True,81,27,56,90,100,90,40.174 - 1.202,40.174,3.770,1.202,n/a,None,1.286,0.051,0.048,0.188,12.4,21.5,1.7,82.7,99.3,51.5,2.5,1.1,1.1,0.997,0.995,0.935,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20046/autoprocessing/lb18145-128-PHIPA-x20046_2_aP_staraniso/staraniso_alldata-unique.table1,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20046/autoprocessing/lb18145-128-PHIPA-x20046_2_aP_staraniso/staraniso_alldata-unique.mtz,None,None,/dls/i04-1/data/2019/lb18145-128/processed/PHIPA/PHIPA-x20046/PHIPA-x20046_2_/autoPROC,26113,monoclinic_C,2,120611.4,#00FF00,444.043585266,None,,,,,True,,0.18864,0.21266,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20046/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20046/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,1.17,green,0.18864,green,0.21266,green,C 1 2 1,,0.012,green,1.707,green,1 - Analysis Pending,PHIPA-x20046.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20046/compound/NCL-00023828.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20046/dimple/dimple/final.pdb,,,,,,,,-,gray,-,gray,-,gray,,,,,,,,,,,2019-08-20 13:36,rvk26159,,,,,,,,,,,,,,,,,,,,,
